"Date","Price","Open","High","Low","Vol.","Change %"
"12-11-2020","240.55","235.00","242.65","233.25","2.04M","2.73%"
"11-11-2020","234.15","234.10","238.70","231.40","1.17M","-1.08%"
"10-11-2020","236.70","240.00","240.40","231.25","2.52M","-0.88%"
"09-11-2020","238.80","243.00","247.30","237.00","2.15M","-0.44%"
"06-11-2020","239.85","235.10","242.70","233.05","2.42M","1.87%"
"05-11-2020","235.45","234.00","236.65","227.60","2.43M","1.77%"
"04-11-2020","231.35","226.95","233.00","212.00","7.92M","3.77%"
"03-11-2020","222.95","221.00","228.45","220.05","3.41M","1.64%"
"02-11-2020","219.35","221.40","226.60","216.10","4.46M","-0.52%"
"30-10-2020","220.50","204.95","224.00","202.10","6.68M","7.90%"
"29-10-2020","204.35","199.30","206.35","190.10","2.29M","1.64%"
"28-10-2020","201.05","199.00","204.50","198.10","2.12M","1.87%"
"27-10-2020","197.35","192.50","198.40","192.50","1.21M","1.91%"
"26-10-2020","193.65","197.45","197.85","191.00","909.79K","-1.38%"
"23-10-2020","196.35","195.90","198.20","192.80","1.50M","0.77%"
"22-10-2020","194.85","192.90","195.35","192.00","754.81K","1.01%"
"21-10-2020","192.90","192.20","195.65","189.30","1.20M","0.89%"
"20-10-2020","191.20","186.25","192.00","184.65","1.42M","2.85%"
"19-10-2020","185.90","186.50","188.95","182.35","1.21M","0.68%"
"16-10-2020","184.65","182.55","185.95","181.10","618.61K","1.76%"
"15-10-2020","181.45","185.85","190.00","180.25","1.45M","-2.31%"
"14-10-2020","185.75","190.00","191.15","182.70","1.32M","-2.62%"
"13-10-2020","190.75","194.50","195.30","189.25","858.74K","-1.50%"
"12-10-2020","193.65","189.50","195.50","188.65","1.32M","2.68%"
"09-10-2020","188.60","191.40","191.95","188.00","772.11K","-0.95%"
"08-10-2020","190.40","196.50","196.80","190.00","1.14M","-2.86%"
"07-10-2020","196.00","199.75","200.00","193.80","1.29M","-2.39%"
"06-10-2020","200.80","201.00","203.30","198.10","1.94M","0.68%"
"05-10-2020","199.45","195.00","201.00","191.10","2.21M","3.15%"
"01-10-2020","193.35","192.95","194.55","191.10","936.94K","2.19%"
"30-09-2020","189.20","193.40","193.45","187.85","796.47K","-1.12%"
"29-09-2020","191.35","192.35","194.65","189.60","1.39M","0.60%"
"28-09-2020","190.20","186.00","192.60","184.40","1.25M","3.51%"
"25-09-2020","183.75","176.25","184.85","176.25","1.48M","4.85%"
"24-09-2020","175.25","183.50","183.80","174.25","1.53M","-5.98%"
"23-09-2020","186.40","191.00","194.50","181.50","1.78M","-1.09%"
"22-09-2020","188.45","187.70","190.00","176.95","2.47M","1.15%"
"21-09-2020","186.30","194.60","196.70","182.30","2.21M","-3.62%"
"18-09-2020","193.30","202.25","204.70","192.00","4.28M","-3.54%"
"17-09-2020","200.40","202.55","204.75","199.90","1.30M","-2.12%"
"16-09-2020","204.75","208.40","210.40","203.10","2.33M","-1.16%"
"15-09-2020","207.15","205.75","209.40","205.00","2.03M","1.42%"
"14-09-2020","204.25","209.75","215.00","202.10","4.58M","-1.50%"
"11-09-2020","207.35","207.80","210.40","202.10","3.56M","-0.46%"
"10-09-2020","208.30","200.85","210.90","200.20","8.10M","5.10%"
"09-09-2020","198.20","190.00","200.00","186.35","5.32M","3.74%"
"08-09-2020","191.05","196.15","197.35","190.10","1.96M","-1.95%"
"07-09-2020","194.85","189.95","196.50","188.25","2.77M","3.70%"
"04-09-2020","187.90","185.85","200.85","182.50","7.65M","-1.03%"
"03-09-2020","189.85","191.30","197.95","185.50","4.01M","-0.05%"
"02-09-2020","189.95","178.90","194.40","177.80","5.34M","7.20%"
"01-09-2020","177.20","171.70","178.50","168.25","1.59M","4.39%"
"31-08-2020","169.75","187.00","188.80","168.10","3.27M","-9.01%"
"28-08-2020","186.55","186.55","190.60","183.50","2.34M","0.92%"
"27-08-2020","184.85","187.90","190.55","183.10","1.91M","-0.70%"
"26-08-2020","186.15","184.80","196.50","182.25","6.57M","0.49%"
"25-08-2020","185.25","174.10","188.70","169.00","7.99M","8.24%"
"24-08-2020","171.15","167.00","173.40","166.00","2.55M","3.45%"
"21-08-2020","165.45","168.55","171.00","164.50","1.97M","-1.37%"
"20-08-2020","167.75","162.95","171.00","161.35","4.04M","3.10%"
"19-08-2020","162.70","162.00","165.60","162.00","1.20M","0.59%"
"18-08-2020","161.75","161.80","164.75","161.00","1.40M","0.50%"
"17-08-2020","160.95","158.90","164.90","158.65","2.39M","1.77%"
"14-08-2020","158.15","159.90","160.65","155.30","1.24M","-0.88%"
"13-08-2020","159.55","160.70","162.45","158.40","972.12K","-0.06%"
"12-08-2020","159.65","158.45","163.50","157.45","1.06M","0.50%"
"11-08-2020","158.85","164.70","165.50","158.20","998.80K","-2.67%"
"10-08-2020","163.20","163.00","168.00","162.00","2.62M","0.71%"
"07-08-2020","162.05","153.50","163.50","153.00","2.93M","5.64%"
"06-08-2020","153.40","154.40","156.70","152.55","1.50M","-3.22%"
"05-08-2020","158.50","160.35","162.30","156.25","1.58M","-0.44%"
"04-08-2020","159.20","157.45","162.40","154.35","2.58M","1.73%"
"03-08-2020","156.50","153.10","159.95","151.50","2.13M","1.79%"
"31-07-2020","153.75","152.50","155.60","150.80","1.04M","1.05%"
"30-07-2020","152.15","158.30","159.50","149.70","1.96M","-2.50%"
"29-07-2020","156.05","146.00","160.90","145.00","5.26M","6.81%"
"28-07-2020","146.10","145.60","147.80","143.10","698.71K","0.97%"
"27-07-2020","144.70","149.50","149.90","144.00","805.76K","-2.03%"
"24-07-2020","147.70","150.45","150.45","145.70","809.64K","-2.09%"
"23-07-2020","150.85","151.35","153.45","150.45","888.57K","0.23%"
"22-07-2020","150.50","152.50","155.00","148.50","1.44M","-0.56%"
"21-07-2020","151.35","154.95","156.30","150.35","986.35K","-1.59%"
"20-07-2020","153.80","148.45","154.85","147.75","1.45M","3.60%"
"17-07-2020","148.45","147.20","149.50","145.35","822.88K","1.89%"
"16-07-2020","145.70","149.50","149.90","143.30","846.43K","-2.15%"
"15-07-2020","148.90","150.45","153.75","148.05","1.04M","-0.03%"
"14-07-2020","148.95","153.85","153.85","148.00","1.21M","-3.18%"
"13-07-2020","153.85","152.65","157.50","152.00","1.37M","1.28%"
"10-07-2020","151.90","154.85","155.50","150.05","1.20M","-1.71%"
"09-07-2020","154.55","155.00","157.65","154.15","847.55K","0.13%"
"08-07-2020","154.35","157.70","160.50","154.00","1.06M","-2.09%"
"07-07-2020","157.65","161.00","161.55","157.00","1.29M","-2.05%"
"06-07-2020","160.95","162.65","164.65","160.15","1.43M","-0.25%"
"03-07-2020","161.35","164.35","166.55","160.15","1.68M","-1.53%"
"02-07-2020","163.85","160.80","167.10","160.00","2.94M","2.95%"
"01-07-2020","159.15","151.25","160.50","151.25","2.40M","4.29%"
"30-06-2020","152.60","157.80","161.80","151.40","2.03M","-3.02%"
"29-06-2020","157.35","164.65","164.85","155.50","2.61M","-5.13%"
"26-06-2020","165.85","173.00","176.65","163.00","4.88M","-2.95%"
"25-06-2020","170.90","163.00","176.30","156.60","11.35M","6.08%"
"24-06-2020","161.10","152.55","164.00","146.00","7.67M","6.72%"
"23-06-2020","150.95","150.70","153.85","149.50","3.12M","1.68%"
"22-06-2020","148.45","143.90","151.70","143.55","4.90M","4.29%"
"19-06-2020","142.35","136.70","143.65","136.00","4.67M","4.75%"
"18-06-2020","135.90","136.00","137.80","135.10","1.30M","0.33%"
"17-06-2020","135.45","135.20","138.45","134.25","1.58M","-0.84%"
"16-06-2020","136.60","139.00","142.20","132.50","4.37M","-0.26%"
"15-06-2020","136.95","133.35","139.90","132.70","2.81M","3.40%"
"12-06-2020","132.45","127.30","133.20","126.40","2.05M","-1.16%"
"11-06-2020","134.00","134.60","139.45","133.15","2.53M","-0.41%"
"10-06-2020","134.55","133.70","136.25","133.25","1.21M","1.17%"
"09-06-2020","133.00","134.35","136.20","132.35","1.71M","-0.86%"
"08-06-2020","134.15","137.00","141.75","133.10","2.76M","-0.67%"
"05-06-2020","135.05","135.40","136.80","133.00","1.96M","0.71%"
"04-06-2020","134.10","137.10","140.50","132.20","3.57M","-1.36%"
"03-06-2020","135.95","128.80","143.90","128.50","17.98M","9.55%"
"02-06-2020","124.10","118.00","126.90","117.60","5.30M","5.80%"
"01-06-2020","117.30","119.60","121.00","116.70","2.03M","-0.13%"
"29-05-2020","117.45","114.75","121.40","114.00","3.01M","2.26%"
"28-05-2020","114.85","115.20","117.50","114.15","1.42M","0.09%"
"27-05-2020","114.75","115.25","116.65","113.00","1.29M","0.09%"
"26-05-2020","114.65","117.25","119.20","113.60","2.48M","-0.91%"
"22-05-2020","115.70","112.00","118.65","111.40","4.41M","3.17%"
"21-05-2020","112.15","106.35","114.75","105.55","4.65M","5.45%"
"20-05-2020","106.35","107.00","107.65","105.50","903.25K","0.00%"
"19-05-2020","106.35","103.45","108.20","102.60","2.66M","4.68%"
"18-05-2020","101.60","108.50","108.50","101.10","1.13M","-5.44%"
"15-05-2020","107.45","108.00","109.80","106.50","1.70M","1.03%"
"14-05-2020","106.35","105.30","108.45","104.50","1.36M","0.33%"
"13-05-2020","106.00","108.00","109.00","105.40","1.11M","1.34%"
"12-05-2020","104.60","104.45","106.50","102.50","1.32M","-1.74%"
"11-05-2020","106.45","108.70","111.35","105.55","2.71M","-0.79%"
"08-05-2020","107.30","106.70","114.00","104.50","11.37M","2.83%"
"07-05-2020","104.35","100.10","105.35","99.35","3.33M","4.66%"
"06-05-2020","99.70","97.90","100.80","96.60","1.91M","2.41%"
"05-05-2020","97.35","101.80","102.70","96.90","1.85M","-2.45%"
"04-05-2020","99.80","100.25","101.90","99.05","3.58M","-5.27%"
"30-04-2020","105.35","107.10","108.90","104.55","1.99M","-0.47%"
"29-04-2020","105.85","104.90","107.90","104.50","2.74M","1.68%"
"28-04-2020","104.10","98.95","107.20","98.60","6.10M","5.69%"
"27-04-2020","98.50","97.50","99.80","97.50","604.36K","1.29%"
"24-04-2020","97.25","98.00","101.20","97.00","900.44K","-1.92%"
"23-04-2020","99.15","99.00","101.70","98.60","1.03M","1.17%"
"22-04-2020","98.00","98.50","99.50","96.20","1.43M","-1.36%"
"21-04-2020","99.35","104.00","104.00","98.00","1.83M","-6.71%"
"20-04-2020","106.50","104.70","109.90","102.90","5.45M","2.65%"
"17-04-2020","103.75","102.00","106.75","99.15","3.53M","4.90%"
"16-04-2020","98.90","96.05","100.00","95.30","1.41M","2.28%"
"15-04-2020","96.70","94.40","103.40","92.55","5.07M","3.98%"
"13-04-2020","93.00","93.50","93.90","90.40","1.26M","0.32%"
"09-04-2020","92.70","92.95","96.70","92.20","2.45M","2.09%"
"08-04-2020","90.80","93.90","96.35","90.50","1.89M","-3.40%"
"07-04-2020","94.00","93.85","95.65","91.60","1.15M","4.04%"
"03-04-2020","90.35","89.90","92.00","88.95","894.97K","1.52%"
"01-04-2020","89.00","86.90","91.20","85.00","922.47K","3.07%"
"31-03-2020","86.35","84.65","89.00","84.65","844.67K","3.17%"
"30-03-2020","83.70","86.75","86.75","82.80","745.09K","-5.42%"
"27-03-2020","88.50","95.25","95.75","87.30","1.29M","-2.37%"
"26-03-2020","90.65","84.25","92.25","82.40","2.22M","7.72%"
"25-03-2020","84.15","80.00","86.40","76.60","1.24M","2.94%"
"24-03-2020","81.75","91.00","93.05","80.30","1.36M","-8.35%"
"23-03-2020","89.20","89.20","94.90","89.20","512.76K","-9.99%"
"20-03-2020","99.10","100.10","103.10","96.00","1.54M","0.25%"
"19-03-2020","98.85","99.70","103.40","95.65","1.74M","-4.63%"
"18-03-2020","103.65","109.70","112.70","99.40","1.54M","-3.63%"
"17-03-2020","107.55","103.85","111.50","102.00","2.55M","3.71%"
"16-03-2020","103.70","99.30","117.00","97.80","3.58M","-1.94%"
"13-03-2020","105.75","86.50","108.70","84.55","4.10M","6.87%"
"12-03-2020","98.95","110.00","113.70","95.85","5.12M","-17.40%"
"11-03-2020","119.80","120.00","126.00","118.20","1.82M","-0.33%"
"09-03-2020","120.20","120.85","123.85","115.50","2.39M","-5.50%"
"06-03-2020","127.20","124.00","128.75","121.00","1.71M","-3.12%"
"05-03-2020","131.30","131.00","135.60","127.00","2.70M","0.69%"
"04-03-2020","130.40","134.25","134.85","126.35","2.33M","-2.87%"
"03-03-2020","134.25","136.10","139.00","130.80","3.64M","0.41%"
"02-03-2020","133.70","140.30","146.40","130.55","5.58M","-0.26%"
"28-02-2020","134.05","137.50","139.95","125.30","31.90M","-8.96%"
"27-02-2020","147.25","150.00","152.00","143.60","2.32M","-1.17%"
"26-02-2020","149.00","152.90","159.70","148.10","4.32M","-3.65%"
"25-02-2020","154.65","165.70","166.50","153.50","4.54M","-6.07%"
"24-02-2020","164.65","189.95","193.00","163.05","7.76M","-10.93%"
"20-02-2020","184.85","164.80","194.50","163.00","6.39M","12.47%"
"19-02-2020","164.35","165.45","166.40","164.00","303.35K","0.06%"
"18-02-2020","164.25","165.50","167.40","163.15","585.43K","-1.08%"
"17-02-2020","166.05","165.80","169.50","163.25","1.19M","0.64%"
"14-02-2020","165.00","167.75","168.50","164.00","539.90K","-1.52%"
"13-02-2020","167.55","169.00","169.70","166.45","476.20K","-0.62%"
"12-02-2020","168.60","169.85","170.95","166.80","579.30K","-0.47%"
"11-02-2020","169.40","172.20","172.50","169.00","576.49K","-1.02%"
"10-02-2020","171.15","172.80","173.65","170.10","574.22K","-0.35%"
"07-02-2020","171.75","170.00","174.95","170.00","1.24M","0.79%"
"06-02-2020","170.40","174.35","174.45","169.05","872.85K","-1.33%"
"05-02-2020","172.70","168.30","176.60","167.50","2.62M","3.32%"
"04-02-2020","167.15","166.80","169.00","166.20","741.38K","1.21%"
"03-02-2020","165.15","165.20","168.90","164.25","794.04K","-0.03%"
"01-02-2020","165.20","165.95","171.80","164.40","1.24M","-0.72%"
"31-01-2020","166.40","168.80","171.00","165.70","912.14K","-0.21%"
"30-01-2020","166.75","170.40","171.15","165.55","652.69K","-1.85%"
"29-01-2020","169.90","171.90","174.45","168.50","992.35K","-0.15%"
"28-01-2020","170.15","175.00","176.00","168.25","946.34K","-2.16%"
"27-01-2020","173.90","173.65","179.45","172.00","2.66M","-0.77%"
"24-01-2020","175.25","155.00","177.50","148.75","14.81M","1.36%"
"23-01-2020","172.90","167.30","174.80","166.55","1.94M","3.63%"
"22-01-2020","166.85","170.70","171.45","165.25","710.30K","-1.74%"
"21-01-2020","169.80","171.35","172.55","169.20","646.30K","-1.31%"
"20-01-2020","172.05","175.90","176.95","171.35","983.26K","-1.49%"
"17-01-2020","174.65","172.50","178.45","171.65","2.36M","0.29%"
"16-01-2020","174.15","175.95","178.40","173.25","1.54M","-0.43%"
"15-01-2020","174.90","171.00","177.70","170.65","3.82M","3.34%"
"14-01-2020","169.25","168.55","171.50","166.45","1.18M","0.74%"
"13-01-2020","168.00","165.00","169.95","165.00","1.37M","2.28%"
"10-01-2020","164.25","170.70","171.00","163.00","1.48M","-3.15%"
"09-01-2020","169.60","172.50","174.90","168.90","1.69M","0.80%"
"08-01-2020","168.25","167.30","173.00","165.80","2.11M","-1.67%"
"07-01-2020","171.10","165.80","173.00","165.80","3.70M","4.78%"
"06-01-2020","163.30","173.00","173.35","157.00","3.24M","-6.42%"
"03-01-2020","174.50","177.00","182.00","172.30","3.42M","-3.03%"
"02-01-2020","179.95","178.35","185.60","177.20","8.01M","1.75%"
"01-01-2020","176.85","163.40","179.70","160.40","7.80M","8.70%"
"31-12-2019","162.70","155.45","164.40","155.15","3.90M","4.43%"
"30-12-2019","155.80","156.00","156.90","154.05","866.72K","0.06%"
"27-12-2019","155.70","155.65","158.50","153.95","1.05M","0.45%"
"26-12-2019","155.00","156.20","159.95","154.10","2.04M","-1.31%"
"24-12-2019","157.05","150.15","158.70","150.15","3.88M","4.67%"
"23-12-2019","150.05","150.70","150.85","148.75","551.70K","-0.63%"
"20-12-2019","151.00","151.10","152.90","151.00","879.70K","-0.07%"
"19-12-2019","151.10","150.60","151.50","150.45","374.91K","0.23%"
"18-12-2019","150.75","151.00","151.90","150.50","380.43K","0.07%"
"17-12-2019","150.65","152.00","152.55","150.40","562.42K","-0.63%"
"16-12-2019","151.60","151.25","153.75","151.25","627.13K","0.03%"
"13-12-2019","151.55","152.00","153.40","151.10","542.84K","-0.23%"
"12-12-2019","151.90","152.90","154.45","151.40","654.16K","-0.07%"
"11-12-2019","152.00","154.05","155.50","151.05","825.70K","-0.85%"
"10-12-2019","153.30","151.20","157.65","151.20","1.69M","1.73%"
"09-12-2019","150.70","151.00","153.35","150.00","891.40K","0.03%"
"06-12-2019","150.65","152.30","155.25","150.00","1.30M","-1.05%"
"05-12-2019","152.25","156.60","156.70","151.50","754.54K","-2.40%"
"04-12-2019","156.00","153.40","158.45","151.80","1.56M","0.48%"
"03-12-2019","155.25","164.00","164.90","153.95","1.70M","-5.42%"
"02-12-2019","164.15","161.50","167.70","158.15","3.95M","1.74%"
"29-11-2019","161.35","150.50","168.70","149.10","10.41M","7.96%"
"28-11-2019","149.45","146.90","151.95","146.70","2.98M","1.87%"
"27-11-2019","146.70","146.10","147.20","146.10","312.92K","0.34%"
"26-11-2019","146.20","147.50","147.90","146.05","507.18K","-0.75%"
"25-11-2019","147.30","146.25","148.20","146.25","619.42K","0.72%"
"22-11-2019","146.25","146.90","147.40","145.95","709.47K","-0.03%"
"21-11-2019","146.30","146.60","147.40","146.15","437.97K","-0.17%"
"20-11-2019","146.55","146.15","148.40","146.15","527.16K","0.07%"
"19-11-2019","146.45","146.35","147.75","146.20","337.63K","0.07%"
"18-11-2019","146.35","146.80","147.00","146.15","316.18K","-0.14%"
"15-11-2019","146.55","147.50","147.85","146.05","498.92K","-0.58%"
"14-11-2019","147.40","148.90","148.90","147.15","546.43K","-0.67%"
"13-11-2019","148.40","148.70","151.40","148.20","1.86M","0.27%"
"11-11-2019","148.00","147.30","148.50","146.60","616.05K","0.82%"
"08-11-2019","146.80","147.45","148.70","146.60","557.65K","-0.37%"
"07-11-2019","147.35","147.95","148.70","147.10","385.60K","-0.24%"
"06-11-2019","147.70","147.20","149.15","146.70","918.48K","0.65%"
"05-11-2019","146.75","148.05","148.85","146.50","458.79K","-0.78%"
"04-11-2019","147.90","146.60","148.90","146.60","806.63K","0.72%"
"01-11-2019","146.85","147.45","148.40","146.80","381.93K","-0.17%"
"31-10-2019","147.10","147.05","149.05","146.90","702.05K","0.14%"
"30-10-2019","146.90","148.50","150.40","146.60","1.31M","-0.68%"
"29-10-2019","147.90","149.00","151.70","147.00","1.02M","-0.30%"
"27-10-2019","148.35","148.35","148.35","148.35","","1.09%"
"25-10-2019","146.75","145.80","149.45","144.75","712.62K","0.72%"
"24-10-2019","145.70","147.80","148.35","145.05","806.14K","-0.92%"
"23-10-2019","147.05","149.10","149.55","146.75","583.13K","-0.94%"
"22-10-2019","148.45","149.50","152.85","148.10","698.92K","-1.69%"
"18-10-2019","151.00","149.80","153.45","149.60","1.21M","1.48%"
"17-10-2019","148.80","146.20","153.55","146.05","1.79M","0.27%"
"16-10-2019","148.40","152.10","152.30","148.00","729.49K","-2.08%"
"15-10-2019","151.55","154.80","155.70","150.10","1.82M","0.53%"
"14-10-2019","150.75","163.00","163.00","148.80","7.05M","9.52%"
"11-10-2019","137.65","139.05","142.00","137.10","699.22K","-0.61%"
"10-10-2019","138.50","138.00","142.95","136.80","1.89M","1.80%"
"09-10-2019","136.05","131.55","138.40","131.30","1.71M","4.57%"
"07-10-2019","130.10","127.90","131.95","127.70","402.37K","1.76%"
"04-10-2019","127.85","129.80","131.40","127.40","349.32K","-0.62%"
"03-10-2019","128.65","130.00","132.90","128.10","401.74K","-1.34%"
"01-10-2019","130.40","130.90","136.40","128.55","971.01K","0.93%"
"30-09-2019","129.20","132.50","133.55","128.70","630.39K","-2.49%"
"27-09-2019","132.50","133.00","136.00","131.90","456.00K","-0.15%"
"26-09-2019","132.70","132.40","137.30","130.20","1.03M","0.95%"
"25-09-2019","131.45","134.00","135.60","131.05","420.53K","-1.24%"
"24-09-2019","133.10","133.05","136.90","131.75","491.53K","-1.66%"
"23-09-2019","135.35","137.70","140.00","134.10","497.13K","1.50%"
"20-09-2019","133.35","136.90","138.00","128.10","1.88M","-1.40%"
"19-09-2019","135.25","139.35","139.90","133.75","246.62K","-2.24%"
"18-09-2019","138.35","140.95","141.50","138.00","227.49K","-0.82%"
"17-09-2019","139.50","141.85","143.80","138.35","426.88K","-0.92%"
"16-09-2019","140.80","142.50","144.40","140.50","714.13K","-1.71%"
"13-09-2019","143.25","140.05","144.80","138.60","1.50M","3.77%"
"12-09-2019","138.05","138.50","140.05","137.05","297.37K","0.40%"
"11-09-2019","137.50","133.30","141.90","133.30","853.05K","2.00%"
"09-09-2019","134.80","138.00","138.00","133.60","639.23K","-1.93%"
"06-09-2019","137.45","136.85","138.95","135.80","325.89K","0.22%"
"05-09-2019","137.15","136.60","139.50","136.15","351.95K","0.88%"
"04-09-2019","135.95","139.00","140.25","135.50","294.19K","-2.33%"
"03-09-2019","139.20","139.90","142.95","137.10","339.96K","-0.89%"
"30-08-2019","140.45","143.45","144.40","139.00","606.03K","-2.36%"
"29-08-2019","143.85","146.50","147.20","143.25","158.97K","-2.21%"
"28-08-2019","147.10","148.80","149.90","146.05","232.97K","-0.74%"
"27-08-2019","148.20","148.40","151.00","147.20","552.02K","0.14%"
"26-08-2019","148.00","150.00","151.45","143.70","320.65K","0.95%"
"23-08-2019","146.60","142.55","148.70","141.00","353.16K","0.21%"
"22-08-2019","146.30","152.10","153.00","145.35","289.22K","-3.81%"
"21-08-2019","152.10","155.00","157.65","150.50","384.15K","-1.97%"
"20-08-2019","155.15","153.10","159.45","152.65","490.95K","1.54%"
"19-08-2019","152.80","153.30","154.65","151.50","234.60K","-0.23%"
"16-08-2019","153.15","153.60","154.85","151.45","275.74K","-0.20%"
"14-08-2019","153.45","154.50","156.60","151.55","310.91K","0.49%"
"13-08-2019","152.70","157.55","157.95","151.50","352.16K","-3.14%"
"09-08-2019","157.65","161.80","162.90","156.45","496.46K","-1.96%"
"08-08-2019","160.80","162.95","166.90","158.60","1.35M","2.45%"
"07-08-2019","156.95","155.05","163.95","154.50","901.03K","1.55%"
"06-08-2019","154.55","149.95","155.75","149.30","415.64K","3.31%"
"05-08-2019","149.60","151.05","151.95","147.00","489.05K","-2.79%"
"02-08-2019","153.90","151.10","157.75","150.00","527.33K","0.75%"
"01-08-2019","152.75","149.65","155.80","149.65","610.16K","-0.20%"
"31-07-2019","153.05","158.10","161.60","148.55","569.73K","-2.86%"
"30-07-2019","157.55","160.70","161.45","154.40","320.82K","-1.35%"
"29-07-2019","159.70","161.10","161.55","158.20","267.94K","-0.71%"
"26-07-2019","160.85","161.90","162.90","159.15","274.78K","0.31%"
"25-07-2019","160.35","162.75","164.50","158.55","278.89K","-0.59%"
"24-07-2019","161.30","163.60","164.75","159.60","346.28K","-1.35%"
"23-07-2019","163.50","165.75","166.90","161.50","272.94K","-0.67%"
"22-07-2019","164.60","162.40","167.60","158.90","438.20K","0.21%"
"19-07-2019","164.25","170.10","171.90","163.50","540.40K","-3.35%"
"18-07-2019","169.95","174.85","174.85","169.00","499.92K","-3.16%"
"17-07-2019","175.50","174.00","181.00","173.75","2.39M","1.95%"
"16-07-2019","172.15","163.90","177.75","161.05","1.77M","5.52%"
"15-07-2019","163.15","163.00","164.85","160.30","235.99K","-0.03%"
"12-07-2019","163.20","164.05","166.30","163.10","277.76K","-0.43%"
"11-07-2019","163.90","164.65","165.30","163.10","165.98K","0.40%"
"10-07-2019","163.25","165.15","166.70","163.10","383.52K","-0.70%"
"09-07-2019","164.40","163.35","167.40","158.60","863.25K","0.58%"
"08-07-2019","163.45","166.00","166.20","163.10","327.22K","-2.33%"
"05-07-2019","167.35","174.90","175.40","166.20","469.79K","-3.88%"
"04-07-2019","174.10","175.00","177.50","173.55","473.31K","-0.09%"
"03-07-2019","174.25","174.70","178.65","173.25","631.99K","-0.74%"
"02-07-2019","175.55","172.90","180.70","171.75","1.58M","2.06%"
"01-07-2019","172.00","169.80","174.65","168.50","743.79K","1.12%"
"28-06-2019","170.10","169.30","171.25","168.00","868.77K","1.58%"
"27-06-2019","167.45","162.55","170.90","162.55","983.39K","3.20%"
"26-06-2019","162.25","160.80","165.00","160.10","554.21K","0.03%"
"25-06-2019","162.20","159.35","166.25","155.90","826.01K","2.21%"
"24-06-2019","158.70","160.60","162.50","157.55","275.11K","-0.47%"
"21-06-2019","159.45","158.35","162.85","156.50","683.08K","0.69%"
"20-06-2019","158.35","157.60","160.50","155.40","676.64K","-1.95%"
"19-06-2019","161.50","166.10","168.35","157.50","699.96K","-2.36%"
"18-06-2019","165.40","167.35","169.00","164.60","405.25K","-1.17%"
"17-06-2019","167.35","174.00","174.80","166.70","498.59K","-3.79%"
"14-06-2019","173.95","175.50","180.00","173.05","2.44M","3.08%"
"13-06-2019","168.75","169.95","171.95","166.40","461.18K","-0.50%"
"12-06-2019","169.60","166.50","172.30","164.65","1.09M","1.98%"
"11-06-2019","166.30","171.60","171.70","165.70","461.66K","-2.55%"
"10-06-2019","170.65","171.60","173.55","169.50","586.00K","0.44%"
"07-06-2019","169.90","171.00","174.00","168.10","1.04M","-0.26%"
"06-06-2019","170.35","179.90","179.90","166.80","1.88M","-6.25%"
"04-06-2019","181.70","179.10","184.15","177.90","2.40M","1.71%"
"03-06-2019","178.65","167.00","180.25","166.65","4.94M","8.37%"
"31-05-2019","164.85","170.00","172.80","164.25","1.27M","-3.68%"
"30-05-2019","171.15","167.95","172.70","164.00","2.43M","2.03%"
"29-05-2019","167.75","162.60","174.50","160.10","6.10M","2.76%"
"28-05-2019","163.25","146.00","165.40","141.60","7.67M","13.96%"
"27-05-2019","143.25","137.00","147.45","136.50","2.74M","5.33%"
"24-05-2019","136.00","137.90","138.90","132.90","538.70K","0.11%"
"23-05-2019","135.85","140.00","145.90","133.50","2.30M","1.61%"
"22-05-2019","133.70","131.95","134.00","130.00","766.83K","1.87%"
"21-05-2019","131.25","131.85","134.10","129.10","832.16K","0.73%"
"20-05-2019","130.30","130.00","132.90","126.15","1.91M","12.77%"
"17-05-2019","115.55","115.05","117.90","114.05","478.07K","0.65%"
"16-05-2019","114.80","119.00","119.90","113.05","419.32K","-3.49%"
"15-05-2019","118.95","119.15","122.25","117.85","469.93K","0.85%"
"14-05-2019","117.95","119.55","122.00","113.20","835.59K","-4.26%"
"13-05-2019","123.20","131.40","135.40","121.00","532.40K","-5.99%"
"10-05-2019","131.05","133.30","134.40","130.45","232.54K","-0.91%"
"09-05-2019","132.25","134.70","134.80","131.10","380.93K","0.99%"
"08-05-2019","130.95","133.05","134.70","128.85","309.51K","-2.86%"
"07-05-2019","134.80","130.55","137.40","130.50","904.52K","3.89%"
"06-05-2019","129.75","131.20","132.90","129.45","309.54K","-2.26%"
"03-05-2019","132.75","131.70","134.35","131.55","274.70K","1.18%"
"02-05-2019","131.20","132.00","136.10","130.20","662.22K","-2.09%"
"30-04-2019","134.00","143.00","147.00","130.60","804.45K","-6.46%"
"26-04-2019","143.25","147.10","147.80","142.30","293.72K","-1.98%"
"25-04-2019","146.15","152.45","152.65","145.20","499.13K","-3.34%"
"24-04-2019","151.20","149.60","153.80","149.00","988.45K","2.44%"
"23-04-2019","147.60","146.40","151.45","146.00","1.01M","1.44%"
"22-04-2019","145.50","139.70","152.30","138.55","2.63M","3.12%"
"18-04-2019","141.10","141.85","146.50","132.45","2.28M","-0.39%"
"16-04-2019","141.65","130.70","144.75","130.30","3.18M","8.92%"
"15-04-2019","130.05","130.85","132.20","129.60","298.26K","-0.08%"
"12-04-2019","130.15","130.50","132.30","129.75","230.30K","-0.15%"
